id,user_name,latitude,longitude,scientific_name,common_name,field:dieback percent,field:optional - signs of sap sucker feeding?,field:optional - what 'other factors' were observed?,field:tree health condition,field:tree number,field:tree diameter,field:tree canopy symptoms - wrc - simplified,field:most prevalent understory species,field:are baby redcedar trees present within sight?
250727749,,47.3047599731,-122.5330675311,Thuja plicata,western redcedar,0,No,No selection,Good,409,48.9,Healthy,Rhodedendroms,No
250731033,,47.3047222753,-122.5324219027,Thuja plicata,western redcedar,"",No,No selection,Good,601,43.1,Healthy,Sword fern,No
250796723,,47.3051841648,-122.5327756067,Thuja plicata,western redcedar,0,No,No selection,No selection,407,44.5,Healthy,Huckleberry,No
250796726,,47.3050522514,-122.533190248,Thuja plicata,western redcedar,0,Yes,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Good,408,51.1,Healthy,None,No
251810839,Ray Lepore,47.3084764484,-122.5302907791,Thuja plicata,western redcedar,0,No,No selection,Fair,410,46,Other (please describe in Notes),Huckleberry,No
251815441,,47.3070797603,-122.5314876987,Thuja plicata,western redcedar,0,No Selection,No selection,No selection,415,38.6,Healthy,Salal,No Selection
251816634,,47.3063698298,-122.5315982531,Thuja plicata,western redcedar,0,No,No selection,Good,416,24.6,Healthy,Huckleberry and fern,No
251816727,,47.3070237306,-122.52932471,Thuja plicata,western redcedar,0,No Selection,No selection,No selection,417,57.9,Healthy,Huckleberry and fern,No
251817718,,47.3078212693,-122.5288741722,Thuja plicata,western redcedar,"",No,No selection,Good,419,29,Healthy,Sword fern,No
251818433,,47.3077587711,-122.5290482346,Thuja plicata,western redcedar,0,No,No selection,Fair,418,25.6,Thinning Canopy,Huckleberry,No
251818789,,47.3079096046,-122.5288278946,Thuja plicata,western redcedar,0,No,No selection,Good,420,21.6,Healthy,Huckleberry and sworn fern,No
251819326,,47.3085014784,-122.5289629876,Thuja plicata,western redcedar,0,No,No selection,Good,421,44.3,Healthy,None,No
251820093,,47.3088009905,-122.5303628494,Thuja plicata,western redcedar,"",No,No selection,Good,422,44.2,Healthy,Sword fern,No
251822084,Ray Lepore,47.3080089631,-122.5306483249,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,411,44.8,Other (please describe in Notes),Salal,No
251822129,Ray Lepore,47.3077038831,-122.5310910879,Thuja plicata,western redcedar,0,,Other (please describe in Notes),Good,412,56.9,Healthy,Huckleberry and Sword Ferns,
251822165,Ray Lepore,47.3077913631,-122.5308629609,Thuja plicata,western redcedar,0,No,No selection,Fair,413,39.9,Thinning Canopy,Huckleberry and Sword Ferns,No
251822209,Ray Lepore,47.3071783831,-122.5315304585,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,414,32.7,Branch Dieback or 'Flagging',None,No
251900888,,47.3080572845,-122.5286531697,Thuja plicata,western redcedar,100,Maybe,Other (please describe in Notes),Dead,420A,"",Tree is dead,"",No
252632353,,47.3063140112,-122.5183311006,Thuja plicata,western redcedar,0,No,No selection,Good,423,9.8,Healthy,None,No
252632785,,47.3063003769,-122.5185349729,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Poor,424,26.9,Branch Dieback or 'Flagging',None,No
252633042,,47.306403491,-122.51855967,Thuja plicata,western redcedar,"",No,No selection,Good,425,32.2,Healthy,None,No
252633822,,47.3067196782,-122.5191712758,Thuja plicata,western redcedar,"",No,No selection,Good,426,27.5,Healthy,None,No
252634225,,47.3067245092,-122.5190509257,Thuja plicata,western redcedar,"",No,No selection,Good,427,29.2,Healthy,None,No
252635022,Ray Lepore,47.3071524594,-122.5198312384,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,097,29.4,Healthy,Salal,No
252636222,Ray Lepore,47.3072106718,-122.5197359362,Thuja plicata,western redcedar,"",No,No selection,Good,429,15,Healthy,None,No
252637463,,47.3085143564,-122.5224677816,Thuja plicata,western redcedar,"",No,No selection,Good,431,45.7,Healthy,None,No
252637685,,47.3072159631,-122.5198022755,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,428,24,Healthy,Salal,No
252638037,,47.3086342231,-122.5229984071,Thuja plicata,western redcedar,0,Yes,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Good,432,41.2,Healthy,None,No
252640600,Ray Lepore,47.3078168929,-122.5222303068,Thuja plicata,western redcedar,0,No,No selection,Good,430,36.6,Healthy,None,No
252640842,Ray Lepore,47.310529612,-122.5282444899,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Poor,433,44.3,Branch Dieback or 'Flagging',huckleberry and sword fern,No
252646090,,47.3167772831,-122.5402153584,Thuja plicata,western redcedar,5,No,No selection,Good,435,78.5,Healthy,None,No
252654578,Ray Lepore,47.3105357727,-122.5286086836,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,434,37.5,Healthy,Sword Ferns,No
254841389,,47.3080556546,-122.532009405,Thuja plicata,western redcedar,0,No,No selection,Good,935,14.9,Healthy,None,No
254841726,,47.3080732123,-122.5322979686,Thuja plicata,western redcedar,0,No,No selection,Good,936,31.9,Healthy,Ferns and Salal,No
254841895,,47.3083440711,-122.5323185288,Thuja plicata,western redcedar,0,No,No selection,Good,729,16,Healthy,Salal and fern,No
254842328,,47.3082929191,-122.5320132149,Thuja plicata,western redcedar,"",No,Other (please describe in Notes),Good,439,33,Healthy,"",No
254842992,,47.3084362291,-122.5321976976,Thuja plicata,western redcedar,"",No,No selection,Good,440,30,Healthy,Holly and fern,No
254843388,,47.308530414,-122.5319147336,Thuja plicata,western redcedar,0,No,No selection,Good,937,34.3,Healthy,Fern,No
254843853,,47.3087205918,-122.5326008659,Thuja plicata,western redcedar,0,No,No selection,Good,938,38.1,Healthy,None,No
254844048,,47.3087456794,-122.5324871739,Thuja plicata,western redcedar,0,No,No selection,Good,443,13.8,Healthy,None,No
254844767,Ray Lepore,47.3093105623,-122.532785123,Thuja plicata,western redcedar,0,No,No selection,Fair,730,33.7,Other (please describe in Notes),Huckleberry,No
254845110,,47.3091625987,-122.5327602841,Thuja plicata,western redcedar,0,No,Multiple factors (please describe in Notes),No selection,444A,"",Healthy,Huckleberry,No
254846082,Ray Lepore,47.3094056249,-122.5329012358,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,940,14.5,Thinning Canopy,Huckleberry,No
254846315,,47.3097147631,-122.5329008052,Thuja plicata,western redcedar,0,No,No selection,Good,448,22.4,Healthy,Huckelberry,No
254846485,,47.3094108344,-122.5328731772,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,635,5.1,Healthy,Debris,No
254847925,,47.3096260768,-122.5329331934,Thuja plicata,western redcedar,0,No,No selection,Good,602,41.1,Healthy,"",No
254848054,,47.3098935121,-122.5331130342,Thuja plicata,western redcedar,"",No,No selection,Good,450,27,Healthy,Huckleberry,No
254848507,,47.3107018915,-122.5331110704,Thuja plicata,western redcedar,0,No Selection,No selection,No selection,605,24.8,Healthy,"",No Selection
254848821,Ray Lepore,47.3096564979,-122.5329021627,Thuja plicata,western redcedar,"",No,No selection,Good,449,18.9,Healthy,Huckleberry,No
254849460,Ray Lepore,47.310128598,-122.5330264236,Thuja plicata,western redcedar,10,Yes,Other (please describe in Notes),Poor,450A,"",Other (please describe in Notes),Huckleberry,No
254851381,,47.3093312452,-122.5328389361,Thuja plicata,western redcedar,0,No,No selection,Good,939,18.1,Healthy,"",No
254858188,Ray Lepore,47.3103243558,-122.5332404146,Thuja plicata,western redcedar,10,No,Other (please describe in Notes),Poor,450B,"",Other (please describe in Notes),"Huckleberry, salal",No
254858214,Ray Lepore,47.3106929431,-122.5331371744,Thuja plicata,western redcedar,15,No,No selection,Poor,451,8.6,Thinning Canopy,Huckleberry,No
254869953,,47.3107084897,-122.5331373535,Thuja plicata,western redcedar,0,No,No selection,Good,604,14.1,Healthy,Debris,No
255304097,,47.3131663354,-122.5295547151,Thuja plicata,western redcedar,0,No,No selection,Good,806,49.7,Healthy,Weatern swordferns,No
255311399,,47.3122617023,-122.5285881335,Thuja plicata,western redcedar,0,No,No selection,Good,801,16.9,Healthy,Horsetail,No
255312306,,47.3122486985,-122.5287559536,Thuja plicata,western redcedar,0,No,No selection,Good,300,16.7,Healthy,"Horsetail, swordfern, brackenfern, trailing blackberry",No
255312833,Fig,47.3121116667,-122.5286116667,Thuja plicata,western redcedar,2,No,No selection,Good,802,27.5,Healthy,"moss, horsetail",No
255313511,Fig,47.3121116667,-122.5286116667,Thuja plicata,western redcedar,1,No,No selection,Good,804,26.5,Healthy,"moss, horse tail",No
255314171,Fig,47.3123133333,-122.5273883333,Thuja plicata,western redcedar,1,No,Other (please describe in Notes),Good,805,"",Healthy,ferns horse tail,No
257156627,Ray Lepore,47.3061304396,-122.5185515443,Thuja plicata,western redcedar,10,No,Other (please describe in Notes),Fair,101,26.8,Thinning Canopy,None,No
257171280,Ray Lepore,47.3061501628,-122.5185346226,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,103,8.9,Thinning Canopy,None,No
258067110,,47.304091543,-122.5334598188,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),No selection,606,14.3,Healthy,None,No
258067836,,47.3042792817,-122.5333229679,Thuja plicata,western redcedar,0,No,No selection,Good,452,31.5,Healthy,None,No
258070794,,47.3038910422,-122.5327992233,Thuja plicata,western redcedar,0,No,No selection,Fair,453,41.5,Thinning Canopy,None,No
258516171,Ray Lepore,47.3040071603,-122.5329944083,Thuja plicata,western redcedar,0,No,No selection,Good,454,33.3,Healthy,None,No
258595396,,47.3044573507,-122.5243608659,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,901,7.4,Healthy,Sword fern,No
258599407,,47.3083946217,-122.5234229676,Thuja plicata,western redcedar,0,Yes,Other (please describe in Notes),Good,902,45.7,Healthy,Oregon grape; sword fern; huckleberry,No
258600069,,47.3039071207,-122.5240627811,Thuja plicata,western redcedar,0,No,No selection,Good,903,39.6,Healthy,Hemlock saplings; sword fern;,No
258773859,Ray Lepore,47.3090034503,-122.5227666626,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,455,11.1,Healthy,None,No
258777136,,47.3073493547,-122.5314137314,Thuja plicata,western redcedar,0,No,No selection,Good,904,8.1,Healthy,None,No
258778489,,47.3060750943,-122.5313927832,Thuja plicata,western redcedar,0,No,No selection,Good,905,34.1,Healthy,Salal; ferns,Yes
258785158,Ray Lepore,47.3061692831,-122.5314508721,Thuja plicata,western redcedar,0,,No selection,Good,87,45.4,Healthy,Salal and swordferns,
259467813,,47.3055285579,-122.5306769262,Thuja plicata,western redcedar,0,No,Mechanical damage or fire scars,Poor,906,13.6,Other (please describe in Notes),"",No
259469265,,47.3060261652,-122.5306727129,Thuja plicata,western redcedar,0,No,No selection,No selection,907,5,Healthy,"",No
259470059,,47.306216211,-122.5305986766,Thuja plicata,western redcedar,0,No,No selection,Good,908,18.4,Healthy,Salal; Oregon grape,No
259471900,,47.3086329398,-122.5309643035,Thuja plicata,western redcedar,"",No,No selection,Good,607,11.2,Healthy,Huckleberry,No
260932588,Ray Lepore,47.3106536472,-122.5330696029,Thuja plicata,western redcedar,0,No,No selection,Fair,603,31,Other (please describe in Notes),Huckleberry,No
260933248,,47.3108485502,-122.5332412452,Thuja plicata,western redcedar,0,No,No selection,Good,456,24,Healthy,Salal and evergreen huckleberry,No
260933346,,47.3110016801,-122.5332698641,Thuja plicata,western redcedar,0,No,No selection,Good,457,23.7,Healthy,Huckleberry,No
260933885,Ray Lepore,47.3109245379,-122.5334378428,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,458,16.3,Thinning Canopy,"Huckleberry, Oregon Grape",No
260934642,,47.3111943937,-122.5336383187,Thuja plicata,western redcedar,.,No,No selection,Good,702,26,Healthy,Huckleberry,No
260935004,,47.3111629268,-122.5330965005,Thuja plicata,western redcedar,0,No,No selection,Good,460,32,Healthy,"Sword fern, huckleberry, salal",No
260936086,Ray Lepore,47.3108719196,-122.533254138,Thuja plicata,western redcedar,0,No,No selection,Good,459,26.9,Other (please describe in Notes),Huckleberry,No
260936208,Ray Lepore,47.311124246,-122.5329846917,Thuja plicata,western redcedar,0,No,No selection,Good,457A,"",Healthy,Huckleberry,No
260936548,,47.3116811037,-122.5325940988,Thuja plicata,western redcedar,0,No,No selection,Good,703B,"",Healthy,Huckleberry,No
260937394,,47.3119679069,-122.5326177046,Thuja plicata,western redcedar,0,No,No selection,Good,703,14.3,Healthy,Sword fern and huckleberry,No
260938069,,47.31219844,-122.5326461731,Thuja plicata,western redcedar,0,No,No selection,Good,463,10,Healthy,"Sword fern, huckleberry",No
260939237,,47.3128748481,-122.532627876,Thuja plicata,western redcedar,0,No,No selection,Good,704,26.6,Healthy,Huckleberry,No
260941302,Ray Lepore,47.3114057576,-122.5327962344,Thuja plicata,western redcedar,0,No,No selection,Good,461,32.9,Healthy,"Huckleberry, Oregon Grape",No
260942510,Ray Lepore,47.3117223592,-122.5324199841,Thuja plicata,western redcedar,0,No,No selection,No selection,703A,"",Healthy,Huckleberry,No
260942676,Ray Lepore,47.3112755973,-122.5327826145,Thuja plicata,western redcedar,0,No,No selection,Good,461A,"",Healthy,Salal,No
260942719,Ray Lepore,47.312265895,-122.5323901145,Thuja plicata,western redcedar,0,No,No selection,Good,462,14.3,Other (please describe in Notes),Oregon Grape,No
260942748,Ray Lepore,47.3121467893,-122.5329268733,Thuja plicata,western redcedar,"",No,No selection,Good,464,30,Healthy,"Sword ferns, huckleberry",No
262311222,,47.3126692486,-122.5327864802,Thuja plicata,western redcedar,5,No,Mechanical damage or fire scars,Good,705,66,Healthy,Huckleberry and Oregon grape,No
262312494,,47.3130654219,-122.532531798,Thuja plicata,western redcedar,0,No,No selection,Good,910,9.6,Healthy,Evergreen huckelberry,No
262314969,,47.3139870372,-122.5327388245,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,909,43.4,Healthy,Huckelberry,No
262315104,,47.313786752,-122.5328125263,Thuja plicata,western redcedar,0,No Selection,No selection,No selection,608,27.6,Healthy,Huckleberry,No Selection
262317694,,47.3143218454,-122.5325959771,Thuja plicata,western redcedar,0,No,No selection,Good,609,33.7,Healthy,Huckleberry,No
262317812,,47.3147212448,-122.5329547243,Thuja plicata,western redcedar,0,No,No selection,Fair,912,33.5,Thinning Canopy,Ferns,No
262318764,,47.3148458431,-122.5330913155,Thuja plicata,western redcedar,5,No,No selection,Good,706,24.6,Healthy,Sword fern,No
262321495,,47.3154872311,-122.5336122476,Thuja plicata,western redcedar,5,No,No selection,Good,707,49,Healthy,Hackelberry,No
262322415,Ray Lepore,47.3153115593,-122.5335493205,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,916,14.2,Healthy,"Salal, Sword fern",No
262322707,,47.3154195488,-122.533704453,Thuja plicata,western redcedar,"",No Selection,No selection,Good,915,44.7,Healthy,Western Sword Ferns,No Selection
262324234,,47.3153616813,-122.5336206734,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,917,35.5,Healthy,Huckelberry,No
262325465,,47.3154780424,-122.5336547167,Thuja plicata,western redcedar,5,No,No selection,Good,708,9.4,Healthy,None,No
263200221,,47.3156993047,-122.5341835575,Thuja plicata,western redcedar,0,No,No selection,Good,611,46.3,Healthy,"Sword fern, evergreen huckleberry",No
263200487,,47.3157090945,-122.5340524083,Thuja plicata,western redcedar,0,No,No selection,Good,918,35.3,Healthy,Huckelberry and ferns,No
263201001,,47.3157430037,-122.5341226921,Thuja plicata,western redcedar,0,No,No selection,Good,465,29.3,Healthy,"Sword fern, huckleberry",Yes
263201066,,47.316134627,-122.5343065174,Thuja plicata,western redcedar,5,No,No selection,Good,709,41.1,Healthy,Huckleberry,No
263201513,,47.3159893721,-122.5346226732,Thuja plicata,western redcedar,0,No,No selection,Good,612,52,Healthy,Huckleberry,No
263202088,,47.316226006,-122.5344248502,Thuja plicata,western redcedar,0,No,No selection,Good,711,5.9,Healthy,Salal,No
263202173,Kate Oliver,47.3162035198,-122.5346369485,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,466,25.9,Healthy,Salal,No
263202850,,47.3162661971,-122.5347138734,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,919,46.7,Healthy,None,No
263203370,Kate Oliver,47.3162739492,-122.5357050859,Thuja plicata,western redcedar,0,No,No selection,Good,467,53,Healthy,Sword fern and evergreen huckleberry,No
263203573,,47.3164703266,-122.5360186346,Thuja plicata,western redcedar,0,No,No selection,Good,614,63,Healthy,None,No
263204798,Kate Oliver,47.3165181626,-122.5363790531,Thuja plicata,western redcedar,0,No,No selection,Good,920,38,Healthy,Sword ferns,No
263205133,,47.3164616951,-122.536445684,Thuja plicata,western redcedar,0,No,No selection,Good,616,67.3,Healthy,Huckleberry and fern,No
263205356,,47.3165707935,-122.5359082591,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,613,29.5,Healthy,Sword fern,No
263205943,Ray Lepore,47.316250144,-122.5369298487,Thuja plicata,western redcedar,0,No,No selection,Good,469,13.3,Healthy,"Sword ferns, huckleberry",No
263206229,,47.3161865779,-122.5362691461,Thuja plicata,western redcedar,0,No,No selection,Good,615,51.5,Healthy,"Sword fern, huckleberry",No
263206441,,47.3164675855,-122.5364446651,Thuja plicata,western redcedar,0,No,No selection,Good,617,67,Healthy,western swordfern,No
263206958,,47.3156303418,-122.5367954374,Thuja plicata,western redcedar,0,No,No selection,Good,921,22.3,Healthy,"Salal, fern, evergreen Huckelberry",No
263206973,,47.3160804019,-122.536616864,Thuja plicata,western redcedar,0,No,No selection,Good,713,39.0,Healthy,Sword fern,No
263207152,Kate Oliver,47.3161074647,-122.5369362643,Thuja plicata,western redcedar,0,No,No selection,Good,470,10.5,Healthy,Sword ferns,No
263208289,,47.3157468885,-122.5368937004,Thuja plicata,western redcedar,0,No,No selection,Good,924,41.1,Healthy,"Salad, hemlock, evergreen huckleberry, sword fern",No
263208470,,47.316010633,-122.5368249428,Thuja plicata,western redcedar,5,No,Other (please describe in Notes),Good,710,32,Healthy,"Huckleberry, sword fern",No
263208633,,47.3162579183,-122.5369651735,Thuja plicata,western redcedar,0,No,No selection,Good,618,47.2,Healthy,"Ferns, huckleberry",No
263209174,,47.3159461115,-122.5370915919,Thuja plicata,western redcedar,0,No Selection,No selection,Fair,471,28.8,Healthy,Western Sword Fern,No Selection
263219506,Ray Lepore,47.3161397206,-122.5368896447,Thuja plicata,western redcedar,0,No,No selection,Good,468,50.2,Healthy,"Sword ferns, huckleberry",No
264018741,,47.3154704224,-122.537236786,Thuja plicata,western redcedar,0,No,No selection,Good,712,34,Healthy,Huckleberry,No
264018836,,47.3158289894,-122.5371948209,Thuja plicata,western redcedar,0,No,No selection,Good,701,37,Healthy,Salal and sword fern,No
264019758,,47.3154179251,-122.539039899,Thuja plicata,western redcedar,5,No,No selection,Good,610,40,Healthy,Salal and huckleberry,No
264020659,Ray Lepore,47.3158856259,-122.5394639873,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,473,19.9,Healthy,Salal,No
264020668,,47.3158537928,-122.5395536005,Thuja plicata,western redcedar,5,No,No selection,Good,714,38.5,Healthy,Salal and huckleberry,No
264021742,,47.3155737105,-122.5381482723,Thuja plicata,western redcedar,0,No,No selection,Good,472,27.2,Healthy,salal evergreen huckleberry and Oregon grape,No
264022330,,47.3169636781,-122.5405948161,Thuja plicata,western redcedar,0,No Selection,Other (please describe in Notes),Good,474,18.3,Healthy,Salal and sword fern,No Selection
264022819,,47.3167138082,-122.5402607834,Thuja plicata,western redcedar,5,No,No selection,Good,621,25.5,Healthy,Huckleberry,No
264023399,,47.3156063398,-122.5392345832,Thuja plicata,western redcedar,0,No Selection,No selection,No selection,619,16.2,Healthy,Huckleberry and Salal,No Selection
264023577,,47.3161707601,-122.5397048648,Thuja plicata,western redcedar,0,No,No selection,Good,620,43.2,Healthy,Fern,No
264023687,,47.3171627236,-122.5405638996,Thuja plicata,western redcedar,0,No,No selection,Good,622,34.4,Healthy,Fern,No
264023827,,47.3172786593,-122.5404902402,Thuja plicata,western redcedar,5,No,No selection,Good,715,18.9,Healthy,Salal,No
264024276,Ray Lepore,47.3162828007,-122.5398156724,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,620A,"",Thinning Canopy,Mostly plant and tree debris,No
264026864,,47.3174931513,-122.5410682957,Thuja plicata,western redcedar,0,No,Multiple factors (please describe in Notes),Fair,477,52.8,Thinning Canopy,Salal and evergreen huckleberry,No
264031587,,47.3174060365,-122.5409883978,Thuja plicata,western redcedar,0,No,No selection,Good,623,50.8,Healthy,Huckleberry and Salal,No
264031597,Ray Lepore,47.3171383958,-122.5405917285,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,476,31.7,Thinning Canopy,Huckleberry and salal,No
264031598,,47.3178135976,-122.5416846981,Thuja plicata,western redcedar,0,No,No selection,Good,716,49,Healthy,Fern,Yes
264033502,Ray Lepore,47.317549018,-122.541253586,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,478,52.8,Healthy,"Sword ferns, huckleberry",No
264041797,,47.3171502075,-122.5407087438,Thuja plicata,western redcedar,0,No,No selection,Good,475,38.4,Healthy,sword fern salal and evergreen huckleberry,No
264700136,,47.3044855366,-122.516393184,Thuja plicata,western redcedar,0,No,No selection,Good,717,48.2,Healthy,None,No
264701681,Margaret Pratt,47.3044581682,-122.5160347317,Thuja plicata,western redcedar,0,Yes,Other (please describe in Notes),Good,718,46.4,Healthy,none,No
264705969,,47.3030918968,-122.5189463263,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,719,20.2,Healthy,sword fern Oregon grape and other unidentified berry bush,No
264707637,,47.3029008916,-122.519013757,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,479,13.9,Healthy,"Wax Myrtle, holly, blackberry",No
264707712,,47.3028686353,-122.5190954967,Thuja plicata,western redcedar,0,No,Invasive plants present or growing on tree,Good,302,8.5,Other (please describe in Notes),"bull thistle, Himalayan blackberry, holly, cotoneaster",No
264709476,,47.3027026731,-122.5191580705,Thuja plicata,western redcedar,0,No,No selection,Good,480,12.7,Healthy,"miscellaneous unidentifiable plants, stinking iris",No
264710123,Margaret Pratt,47.3030083006,-122.5191344347,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,720,12.6,Healthy,"holly, oak",No
264710406,,47.3027822023,-122.5190405432,Thuja plicata,western redcedar,0,No,No selection,Good,721,7.6,Healthy,unknown shrubs surrounding,No
264711948,Margaret Pratt,47.302606129,-122.5191549229,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,481,14.4,Healthy,"wax myrtle, oregon grape, unknown tree near base",No
264712094,,47.3033565603,-122.5190877073,Thuja plicata,western redcedar,3,No,No selection,Good,722,14,Healthy,None,No
264712658,,47.3032843236,-122.5190990249,Thuja plicata,western redcedar,0,No,Invasive plants present or growing on tree,Good,482,10.2,Healthy,Oregon grape and Himalayan blackberry,No
264714591,,47.3034675772,-122.5189638605,Thuja plicata,western redcedar,0,No,No selection,Good,483,13.3,Healthy,Wax myrtle,No
264716226,,47.3035462852,-122.5190999172,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,484,11.8,Healthy,Himalayan blackberry evergreen huckleberry and waxed murtle,No
264719317,Ray Lepore,47.3036538195,-122.5182445787,Thuja plicata,western redcedar,5,No,Other (please describe in Notes),Fair,486A,"",Other (please describe in Notes),None,No
264719525,Ray Lepore,47.304804944,-122.5162317332,Thuja plicata,western redcedar,0,No,No selection,Good,488,42.1,Healthy,None,No
264720455,,47.3034190662,-122.5180656961,Thuja plicata,western redcedar,0,Yes,Multiple factors (please describe in Notes),Good,723,51.1,Healthy,None,No
264722310,Margaret Pratt,47.3035550959,-122.5190467616,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,485,17,Healthy,"wax myrtle, evergreen huckleberry, Himalayan blackberry",No
264724031,Ray Lepore,47.3047994725,-122.516102544,Thuja plicata,western redcedar,0,Yes,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Good,489,51,Healthy,None,No
264736052,,47.3034953253,-122.5181855155,Thuja plicata,western redcedar,0,Yes,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Good,486,33.6,Healthy,None,No
264736500,,47.3046833959,-122.5162987871,Thuja plicata,western redcedar,0,Yes,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Good,487,37.7,Healthy,None,No
266007644,Kate Oliver,47.3107446128,-122.5335898475,Thuja plicata,western redcedar,0,,No selection,Good,490,20.5,Healthy,Huckleberry and Salah,No
266007937,,47.3106195911,-122.5338865466,Thuja plicata,western redcedar,0,No,No selection,Fair,625,19.3,Thinning Canopy,Salal and evergreen huckleberry,No
266008277,,47.3110098184,-122.5343789706,Thuja plicata,western redcedar,3,No,"Insect damage on trunk (holes, frass, galleries, etc.)",Good,913,25.2,Healthy,Huckleberry,No
266010725,Ray Lepore,47.3117973257,-122.53524252,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,627,23,Thinning Canopy,Huckleberry. Estimated tree diameter above.,No
266012303,,47.3108732358,-122.5338475411,Thuja plicata,western redcedar,0,No,No selection,Fair,626,7,Thinning Canopy,Salal and evergreen huckleberry,No
266012603,,47.3120493884,-122.5359562472,Thuja plicata,western redcedar,5,No,No selection,Good,628,46.2,Healthy,Salal and huckleberry,No
266013746,,47.3123198122,-122.5363895853,Thuja plicata,western redcedar,0,No,No selection,Good,922,28,Healthy,Salal,No
266015178,,47.3120015171,-122.5363092272,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,492,42,Healthy,"evergreen huckleberry sword fern, Oregon grape",No
266015325,Kate Oliver,47.3118836308,-122.5359266443,Thuja plicata,western redcedar,0,No Selection,Other (please describe in Notes),Fair,491,57,Other (please describe in Notes),"Evergreen huckleberry, Sword Fern, Center decomposition with Salal growing within.",No
266015337,,47.3129197473,-122.5379285307,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,923,10.3,Other (please describe in Notes),"Evergreen Huckelberry , Salal",No
266017107,,47.3129506529,-122.5384256087,Thuja plicata,western redcedar,0,No,No selection,Fair,629,38.4,Healthy,"Evergreen Huckelberry, Salal",No
266017449,,47.312585318,-122.5381638495,Thuja plicata,western redcedar,0,No,Mechanical damage or fire scars,Good,724,45.3,Healthy,Huckleberry,No
266018659,Kate Oliver,47.3133680093,-122.5391155724,Thuja plicata,western redcedar,0,No Selection,No selection,Good,494,26.1,Healthy,Huckleberry,No
266019060,,47.3132194411,-122.5385007633,Thuja plicata,western redcedar,0,No,No selection,Good,925,15.2,Healthy,Huckleberry and Salal,No
266019156,,47.313248028,-122.5391197874,Thuja plicata,western redcedar,"",No,No selection,Good,725,25.8,Healthy,"Salah and huckleberry, trunk mostly covered",No
266019448,,47.3131220653,-122.5390600782,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,495,14.8,Thinning Canopy,Sword fern and evergreen huckleberry,No
266020004,Kate Oliver,47.3131770009,-122.5388478399,Thuja plicata,western redcedar,0,No Selection,No selection,Good,498,25.6,Healthy,Sword Ferns,No
266020172,Kate Oliver,47.3133450101,-122.5392749169,Thuja plicata,western redcedar,0,No Selection,Other (please describe in Notes),Fair,927,30,Thinning Canopy,Sword Fern and moss,No
266030786,,47.3135561151,-122.5392430273,Thuja plicata,western redcedar,0,No,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Fair,926,49.7,Thinning Canopy,Sword fern and Oregon grape,No
266030914,Ray Lepore,47.312823283,-122.5378976126,Thuja plicata,western redcedar,0,No,No selection,Good,493,19.7,Healthy,Salal and huckleberry,No
266034536,,47.3130577324,-122.5390681759,Thuja plicata,western redcedar,0,No,Invasive plants present or growing on tree,Good,630,24.6,Healthy,Huckleberry,No
